2024-06-03 09:38:08,726 INFO    HandlerThread:11448 [handler.py:handle_request_defer():184] handle defer: 7
2024-06-03 09:38:08,726 DEBUG   SenderThread:11448 [sender.py:send_request():405] send_request: defer
2024-06-03 09:38:08,727 INFO    SenderThread:11448 [sender.py:send_request_defer():609] handle sender defer: 7
2024-06-03 09:38:09,114 DEBUG   HandlerThread:11448 [handler.py:handle_request():158] handle_request: poll_exit
2024-06-03 09:38:09,416 INFO    Thread-16 :11448 [dir_watcher.py:_on_file_modified():288] file/dir modified: E:\JYZ_projects_python\J230724_NLP_lab640\J240601_TPLinker\TPlinker-ycy-main\TPLinker\tplinker\wandb\run-20240603_093748-c6mru4xt\files\config.yaml
2024-06-03 09:38:09,417 INFO    Thread-16 :11448 [dir_watcher.py:_on_file_created():271] file/dir created: E:\JYZ_projects_python\J230724_NLP_lab640\J240601_TPLinker\TPlinker-ycy-main\TPLinker\tplinker\wandb\run-20240603_093748-c6mru4xt\files\output.log
2024-06-03 09:38:09,418 INFO    Thread-16 :11448 [dir_watcher.py:_on_file_created():271] file/dir created: E:\JYZ_projects_python\J230724_NLP_lab640\J240601_TPLinker\TPlinker-ycy-main\TPLinker\tplinker\wandb\run-20240603_093748-c6mru4xt\files\wandb-summary.json
2024-06-03 09:38:10,433 INFO    Thread-16 :11448 [dir_watcher.py:_on_file_modified():288] file/dir modified: E:\JYZ_projects_python\J230724_NLP_lab640\J240601_TPLinker\TPlinker-ycy-main\TPLinker\tplinker\wandb\run-20240603_093748-c6mru4xt\files\output.log
2024-06-03 09:38:12,426 INFO    SenderThread:11448 [sender.py:transition_state():613] send defer: 8
2024-06-03 09:38:12,426 DEBUG   SenderThread:11448 [sender.py:send_request():405] send_request: poll_exit
2024-06-03 09:38:12,427 DEBUG   HandlerThread:11448 [handler.py:handle_request():158] handle_request: defer
2024-06-03 09:38:12,427 INFO    HandlerThread:11448 [handler.py:handle_request_defer():184] handle defer: 8
2024-06-03 09:38:12,428 DEBUG   SenderThread:11448 [sender.py:send_request():405] send_request: defer
2024-06-03 09:38:12,429 INFO    SenderThread:11448 [sender.py:send_request_defer():609] handle sender defer: 8
2024-06-03 09:38:12,429 INFO    SenderThread:11448 [job_builder.py:build():432] Attempting to build job artifact
2024-06-03 09:38:12,431 INFO    SenderThread:11448 [job_builder.py:_get_source_type():576] no source found
